Iso3_code;Country;Region;Subregion;Indicator;Dimension;Category;Sex;Age;Year;Unit of measurement;VALUE;Source
ESP;Spain;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;138.990768;External/CTS/SDG
ESP;Spain;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;132.0151417;External/CTS/SDG
ESP;Spain;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;127.7798015;External/CTS/SDG
ESP;Spain;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;126.0776988;External/CTS/SDG
ESP;Spain;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;126.1070669;External/CTS/SDG
ESP;Spain;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2019;Rate per 100,000 population;125.2054538;External/CTS/SDG
ESP;Spain;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2020;Rate per 100,000 population;118.0200109;External/CTS/SDG
EST;Estonia;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2003;Rate per 100,000 population;333.3080827;CTS
EST;Estonia;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;334.7829594;CTS
EST;Estonia;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;325.3052041;CTS
EST;Estonia;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;319.4076063;CTS
EST;Estonia;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2007;Rate per 100,000 population;257.0864282;CTS
EST;Estonia;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;272.8221798;CTS
EST;Estonia;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2009;Rate per 100,000 population;266.0649333;CTS
EST;Estonia;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;254.7100337;CTS
EST;Estonia;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;256.0817533;CTS
EST;Estonia;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;248.3443083;CTS
EST;Estonia;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;235.9241525;CTS
EST;Estonia;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;230.4992961;CTS
EST;Estonia;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;214.6229463;CTS
EST;Estonia;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;217.5453682;CTS
EST;Estonia;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;206.3834093;CTS
EST;Estonia;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;195.3265256;CTS
EST;Estonia;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2019;Rate per 100,000 population;187.6062216;CTS
EST;Estonia;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2020;Rate per 100,000 population;178.3588722;CTS
ETH;Ethiopia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;100.2336923;External/WPB-ICPR
ETH;Ethiopia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;92.00118666;External/WPB-ICPR
ETH;Ethiopia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;103.3139034;External/WPB-ICPR
ETH;Ethiopia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;119.2001886;External/WPB-ICPR
ETH;Ethiopia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;119.7493951;External/WPB-ICPR
ETH;Ethiopia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;115.9364425;External/WPB-ICPR
ETH;Ethiopia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2020;Rate per 100,000 population;95.68247364;External/WPB-ICPR
FIN;Finland;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2003;Rate per 100,000 population;69.65613477;CTS
FIN;Finland;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;70.65769456;CTS
FIN;Finland;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;73.53202636;CTS
FIN;Finland;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;72.97029459;CTS
FIN;Finland;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2007;Rate per 100,000 population;68.42539112;CTS
FIN;Finland;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;66.36021906;CTS
FIN;Finland;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2009;Rate per 100,000 population;67.18122984;CTS
FIN;Finland;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;62.69354115;CTS
FIN;Finland;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;60.63039282;CTS
FIN;Finland;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;61.05523615;CTS
FIN;Finland;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;60.58116737;CTS
FIN;Finland;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;57.6407924;CTS
FIN;Finland;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;57.19625595;CTS
FIN;Finland;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;57.40567807;CTS
FIN;Finland;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;55.92073988;CTS
FIN;Finland;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;53.52565873;CTS
FIN;Finland;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2019;Rate per 100,000 population;53.2341894;CTS
FIN;Finland;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2020;Rate per 100,000 population;49.65060485;CTS
FJI;Fiji;Oceania;Melanesia;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;132.4181037;External
FJI;Fiji;Oceania;Melanesia;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;135.4663914;External
FJI;Fiji;Oceania;Melanesia;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;135.4078967;External
FJI;Fiji;Oceania;Melanesia;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;108.7115961;External
FJI;Fiji;Oceania;Melanesia;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;127.5854369;External
FJI;Fiji;Oceania;Melanesia;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;161.490755;External
FJI;Fiji;Oceania;Melanesia;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;177.7373573;External
FJI;Fiji;Oceania;Melanesia;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;179.0171212;External
FJI;Fiji;Oceania;Melanesia;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;209.3062175;External
FRA;France;Europe;Western Europe;Persons held;Total;Total;Total;Total;2003;Rate per 100,000 population;91.91790471;External/CTS
FRA;France;Europe;Western Europe;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;91.1974381;External/CTS
FRA;France;Europe;Western Europe;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;90.48083145;External/CTS
FRA;France;Europe;Western Europe;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;94.94882401;External/CTS
FRA;France;Europe;Western Europe;Persons held;Total;Total;Total;Total;2007;Rate per 100,000 population;98.71789416;External/CTS
FRA;France;Europe;Western Europe;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;100.0687889;External/CTS
FRA;France;Europe;Western Europe;Persons held;Total;Total;Total;Total;2009;Rate per 100,000 population;97.49790396;External/CTS
FRA;France;Europe;Western Europe;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;96.28569931;External/CTS
FRA;France;Europe;Western Europe;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;102.475033;External/CTS
FRA;France;Europe;Western Europe;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;104.7318693;External/CTS
FRA;France;Europe;Western Europe;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;104.9793452;External/CTS
FRA;France;Europe;Western Europe;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;103.2346708;External/CTS
FRA;France;Europe;Western Europe;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;103.4518165;External/CTS
FRA;France;Europe;Western Europe;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;105.8211695;External/CTS
FRA;France;Europe;Western Europe;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;106.3715714;External/CTS
FRA;France;Europe;Western Europe;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;107.7988122;External/CTS
FRA;France;Europe;Western Europe;Persons held;Total;Total;Total;Total;2019;Rate per 100,000 population;108.6124553;External/CTS
FRA;France;Europe;Western Europe;Persons held;Total;Total;Total;Total;2020;Rate per 100,000 population;96.01597659;External/CTS
FRO;Faroe Islands;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2003;Rate per 100,000 population;27.40361306;External/CTS
FRO;Faroe Islands;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;20.9507448;External/CTS
FRO;Faroe Islands;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;25.10827946;External/CTS
FRO;Faroe Islands;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;25.09305341;External/CTS
FRO;Faroe Islands;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2009;Rate per 100,000 population;18.82293889;External/CTS
FRO;Faroe Islands;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;16.73535134;External/CTS
FRO;Faroe Islands;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;16.73115131;External/CTS
FRO;Faroe Islands;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;16.72135945;External/CTS
FRO;Faroe Islands;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;20.87639089;External/CTS
FRO;Faroe Islands;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;22.93338893;External/CTS
FRO;Faroe Islands;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;20.80948913;External/CTS
FRO;Faroe Islands;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;16.60681295;External/CTS
FRO;Faroe Islands;Europe;Northern Europe;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;12.41567686;External/CTS
FSM;Micronesia (Federated States of);Oceania;Micronesia;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;80.65726291;External
FSM;Micronesia (Federated States of);Oceania;Micronesia;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;97.74707233;External
FSM;Micronesia (Federated States of);Oceania;Micronesia;Persons held;Total;Total;Total;Total;2009;Rate per 100,000 population;73.80718843;External
FSM;Micronesia (Federated States of);Oceania;Micronesia;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;91.83357822;External
FSM;Micronesia (Federated States of);Oceania;Micronesia;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;101.01773;External
FSM;Micronesia (Federated States of);Oceania;Micronesia;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;122.8546964;External
GAB;Gabon;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;192.6177858;External/WPB-ICPR
GAB;Gabon;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;173.1795101;External/WPB-ICPR
GAB;Gabon;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;162.9204015;External/WPB-ICPR
GAB;Gabon;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;211.2043034;External/WPB-ICPR
GEO;Georgia;Asia;Western Asia;Persons held;Total;Total;Total;Total;2003;Rate per 100,000 population;144.3524663;CTS/External/SDG/UN-Covid Initiative
GEO;Georgia;Asia;Western Asia;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;186.1654485;CTS/External/SDG/UN-Covid Initiative
GEO;Georgia;Asia;Western Asia;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;217.1889986;CTS/External/SDG/UN-Covid Initiative
GEO;Georgia;Asia;Western Asia;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;369.0937012;CTS/External/SDG/UN-Covid Initiative
GEO;Georgia;Asia;Western Asia;Persons held;Total;Total;Total;Total;2007;Rate per 100,000 population;439.395612;CTS/External/SDG/UN-Covid Initiative
GEO;Georgia;Asia;Western Asia;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;450.4123932;CTS/External/SDG/UN-Covid Initiative
GEO;Georgia;Asia;Western Asia;Persons held;Total;Total;Total;Total;2009;Rate per 100,000 population;515.5735297;CTS/External/SDG/UN-Covid Initiative
GEO;Georgia;Asia;Western Asia;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;577.7859313;CTS/External/SDG/UN-Covid Initiative
GEO;Georgia;Asia;Western Asia;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;590.8828496;CTS/External/SDG/UN-Covid Initiative
GEO;Georgia;Asia;Western Asia;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;476.09592;CTS/External/SDG/UN-Covid Initiative
GEO;Georgia;Asia;Western Asia;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;224.5905539;CTS/External/SDG/UN-Covid Initiative
GEO;Georgia;Asia;Western Asia;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;257.0310583;CTS/External/SDG/UN-Covid Initiative
GEO;Georgia;Asia;Western Asia;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;241.4404922;CTS/External/SDG/UN-Covid Initiative
GEO;Georgia;Asia;Western Asia;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;232.4517483;CTS/External/SDG/UN-Covid Initiative
GEO;Georgia;Asia;Western Asia;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;231.4951669;CTS/External/SDG/UN-Covid Initiative
GEO;Georgia;Asia;Western Asia;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;239.1988301;CTS/External/SDG/UN-Covid Initiative
GEO;Georgia;Asia;Western Asia;Persons held;Total;Total;Total;Total;2019;Rate per 100,000 population;243.6972729;CTS/External/SDG/UN-Covid Initiative
GHA;Ghana;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2003;Rate per 100,000 population;54.92448594;External/WPB-ICPR/MoI
GHA;Ghana;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;54.44162012;External/WPB-ICPR/MoI
GHA;Ghana;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;56.70960173;External/WPB-ICPR/MoI
GHA;Ghana;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;57.40635095;External/WPB-ICPR/MoI
GHA;Ghana;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;59.95629234;External/WPB-ICPR/MoI
GHA;Ghana;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;54.50851656;External/WPB-ICPR/MoI
GHA;Ghana;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;51.88015258;External/WPB-ICPR/MoI
GHA;Ghana;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;52.69538927;External/WPB-ICPR/MoI
GHA;Ghana;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;53.62453204;External/WPB-ICPR/MoI
GHA;Ghana;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;51.48082694;External/WPB-ICPR/MoI
GHA;Ghana;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;50.44598952;External/WPB-ICPR/MoI
GHA;Ghana;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;50.97957987;External/WPB-ICPR/MoI
GHA;Ghana;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;48.60062321;External/WPB-ICPR/MoI
GIB;Gibraltar;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;57.69814759;External
GIB;Gibraltar;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;89.76660682;External
GIB;Gibraltar;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;110.2174561;External
GIB;Gibraltar;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;157.8085455;External
GIB;Gibraltar;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;187.2047069;External
GIB;Gibraltar;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;136.3932871;External
GIB;Gibraltar;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;165.9849428;External
GIN;Guinea;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;27.87174169;External/CTS
GIN;Guinea;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2007;Rate per 100,000 population;26.6753266;External/CTS
GIN;Guinea;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;28.54562309;External/CTS
GIN;Guinea;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;37.28352986;External/CTS
GIN;Guinea;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;24.40848845;External/CTS
GIN;Guinea;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;27.88995038;External/CTS
GIN;Guinea;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;24.70516936;External/CTS
GIN;Guinea;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;26.51747054;External/CTS
GLP;Guadeloupe;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2003;Rate per 100,000 population;169.1540835;External/WPB-ICPR
GLP;Guadeloupe;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;184.4116326;External/WPB-ICPR
GLP;Guadeloupe;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2007;Rate per 100,000 population;196.3196282;External/WPB-ICPR
GLP;Guadeloupe;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;193.2733956;External/WPB-ICPR
GLP;Guadeloupe;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;216.2223888;External/WPB-ICPR
GLP;Guadeloupe;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;226.6027082;External/WPB-ICPR
GLP;Guadeloupe;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;239.1919515;External/WPB-ICPR
GLP;Guadeloupe;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2019;Rate per 100,000 population;228.7225533;External/WPB-ICPR
GMB;Gambia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2009;Rate per 100,000 population;44.820451;External
GMB;Gambia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;54.10839643;External
GMB;Gambia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;50.92406814;External
GMB;Gambia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;55.38436303;External
GNB;Guinea-Bissau;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;31.07951688;CTS
GNB;Guinea-Bissau;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;48.5291461;CTS
GNB;Guinea-Bissau;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;32.6013349;CTS
GNQ;Equatorial Guinea;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;42.7871553;External
GRC;Greece;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2003;Rate per 100,000 population;77.77960704;External/CTS
GRC;Greece;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;77.63244712;External/CTS
GRC;Greece;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;88.7677286;External/CTS
GRC;Greece;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;92.71154078;External/CTS
GRC;Greece;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2007;Rate per 100,000 population;104.7177293;External/CTS
GRC;Greece;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;106.3013437;External/CTS
GRC;Greece;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2009;Rate per 100,000 population;103.6930569;External/CTS
GRC;Greece;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;113.4221925;External/CTS
GRC;Greece;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;115.2360765;External/CTS
GRC;Greece;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;115.7115509;External/CTS
GRC;Greece;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;118.1788447;External/CTS
GRC;Greece;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;110.2466392;External/CTS
GRC;Greece;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;90.16169911;External/CTS
GRC;Greece;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;90.0596815;External/CTS
GRC;Greece;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;94.71638493;External/CTS
GRC;Greece;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;101.2521664;External/CTS
GRC;Greece;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2019;Rate per 100,000 population;103.9867276;External/CTS
GRC;Greece;Europe;Southern Europe;Persons held;Total;Total;Total;Total;2020;Rate per 100,000 population;109.1714369;External/CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;174.419719;External/CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;226.4518718;External/CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;318.2831767;External/CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2007;Rate per 100,000 population;348.9156993;External/CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;366.0259632;External/CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2009;Rate per 100,000 population;386.6259559;External/CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;412.3245503;External/CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;427.9587212;External/CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;455.0869225;External/CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;443.737751;External/CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;475.6657484;External/CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;458.0166601;External/CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;414.4636007;External/CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;398.6507206;External/CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;391.2103294;External/CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2019;Rate per 100,000 population;388.3859217;External/CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2020;Rate per 100,000 population;315.5022707;External/CTS
GRL;Greenland;Americas;Northern America;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;195.1888584;External/WPB-ICPR
GRL;Greenland;Americas;Northern America;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;201.8677152;External/WPB-ICPR
GRL;Greenland;Americas;Northern America;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;232.2471673;External/WPB-ICPR
GRL;Greenland;Americas;Northern America;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;301.9174406;External/WPB-ICPR
GRL;Greenland;Americas;Northern America;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;301.0074898;External/WPB-ICPR
GRL;Greenland;Americas;Northern America;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;232.339535;External/WPB-ICPR
GRL;Greenland;Americas;Northern America;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;223.4914328;External/WPB-ICPR
GRL;Greenland;Americas;Northern America;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;223.638491;External/WPB-ICPR
GRL;Greenland;Americas;Northern America;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;246.1353213;External/WPB-ICPR
GRL;Greenland;Americas;Northern America;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;219.2168302;External/WPB-ICPR
GTM;Guatemala;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2003;Rate per 100,000 population;66.4534535;External/CTS
GTM;Guatemala;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;67.96944829;External/CTS
GTM;Guatemala;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;62.97329236;External/CTS
GTM;Guatemala;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;55.81091081;External/CTS
